Datafile   = csMSP1E3D1-Fraction5-N13.dat 
Datapoints = 110 
Contrast   = -1 
      0.00281393           0.04008        0.00510324   1.0 
       0.0030889         0.0490773        0.00410869   1.0 
      0.00336388         0.0442714        0.00338449   1.0 
      0.00363886         0.0444049        0.00283752   1.0 
      0.00391383         0.0399774        0.00244333   1.0 
      0.00418881         0.0420594        0.00206024   1.0 
      0.00446378         0.0405807        0.00185461   1.0 
      0.00473876         0.0436692        0.00164403   1.0 
      0.00501374         0.0412283         0.0015247   1.0 
      0.00528871         0.0397623        0.00153049   1.0 
      0.00556369          0.038367        0.00139104   1.0 
      0.00583866         0.0422976        0.00133668   1.0 
      0.00611364         0.0393292        0.00122117   1.0 
      0.00638862         0.0422788        0.00117039   1.0 
      0.00666359          0.039236        0.00110738   1.0 
      0.00693857         0.0381689        0.00107136   1.0 
      0.00721354         0.0399248        0.00100027   1.0 
      0.00762601          0.038156       0.000661264   1.0 
      0.00817596         0.0375462        0.00061549   1.0 
      0.00872591         0.0376145       0.000579611   1.0 
      0.00927586         0.0379107        0.00054027   1.0 
      0.00982582         0.0372642          0.000512   1.0 
       0.0103758         0.0366937       0.000490231   1.0 
       0.0109257         0.0359068       0.000460021   1.0 
       0.0114757         0.0347776       0.000440356   1.0 
       0.0120256          0.034971       0.000426912   1.0 
       0.0125756         0.0340778       0.000414221   1.0 
       0.0131255         0.0345944       0.000399597   1.0 
        0.013813         0.0329478       0.000312827   1.0 
       0.0146379         0.0323304       0.000298633   1.0 
       0.0154628         0.0310323       0.000287036   1.0 
       0.0162878          0.030749       0.000279237   1.0 
       0.0171127         0.0293637       0.000269132   1.0 
       0.0179376         0.0287854        0.00025884   1.0 
       0.0187625          0.027487       0.000250514   1.0 
        0.019725         0.0261668        0.00020858   1.0 
       0.0208248         0.0248252       0.000200833   1.0 
       0.0219248         0.0238825       0.000192778   1.0 
       0.0230247         0.0222403       0.000185585   1.0 
       0.0241246         0.0207634       0.000179022   1.0 
       0.0252245         0.0195161       0.000172449   1.0 
       0.0264619         0.0179885       0.000148373   1.0 
       0.0278368         0.0163682       0.000142215   1.0 
       0.0292116         0.0149725       0.000136829   1.0 
       0.0305865         0.0137042        0.00013174   1.0 
       0.0320989         0.0118878        0.00011514   1.0 
       0.0337487         0.0103423       0.000110507   1.0 
       0.0353986         0.0088497       0.000106165   1.0 
       0.0370484        0.00756494        0.00010181   1.0 
       0.0388358        0.00632472       9.09317e-05   1.0 
       0.0407606        0.00531765       8.98434e-05   1.0 
       0.0426855        0.00427516       8.83698e-05   1.0 
       0.0446103        0.00372631       8.43753e-05   1.0 
       0.0466726        0.00296144       7.58103e-05   1.0 
       0.0488724        0.00265567       7.78018e-05   1.0 
       0.0510722        0.00252399        8.0997e-05   1.0 
       0.0534095        0.00246402       7.64849e-05   1.0 
       0.0558843        0.00239624       7.04545e-05   1.0 
       0.0584966         0.0025617       6.39047e-05   1.0 
       0.0612463        0.00299886       6.18826e-05   1.0 
       0.0639961         0.0033107       5.98076e-05   1.0 
       0.0668834        0.00374345       5.57919e-05   1.0 
       0.0699081        0.00400152       5.49424e-05   1.0 
       0.0730703        0.00446428       5.15518e-05   1.0 
         0.07637        0.00460669       5.03685e-05   1.0 
       0.0798072         0.0049184       4.73493e-05   1.0 
       0.0833819        0.00495724          4.63e-05   1.0 
       0.0870941        0.00498068       4.35806e-05   1.0 
       0.0909438        0.00496376       4.24948e-05   1.0 
       0.0949309        0.00486344       4.13581e-05   1.0 
       0.0991929        0.00477655       3.86887e-05   1.0 
        0.103593        0.00473392       3.74632e-05   1.0 
         0.10813        0.00477865        3.7394e-05   1.0 
        0.112942        0.00470813       3.66145e-05   1.0 
        0.117891        0.00473212       3.42804e-05   1.0 
        0.122978        0.00465675       3.23361e-05   1.0 
         0.12834        0.00458562        3.0543e-05   1.0 
        0.133978         0.0045197       2.90022e-05   1.0 
        0.139889        0.00431633       2.75831e-05   1.0 
        0.146076        0.00406738       2.62594e-05   1.0 
        0.152401        0.00369815       2.56901e-05   1.0 
        0.158863        0.00334381       2.45421e-05   1.0 
          0.1656        0.00299362       2.43987e-05   1.0 
        0.172612        0.00256005        2.3968e-05   1.0 
        0.180036         0.0022188       2.21064e-05   1.0 
        0.187873        0.00186164        2.1434e-05   1.0 
        0.195985        0.00156379       2.09133e-05   1.0 
        0.204371        0.00122379       2.03953e-05   1.0 
        0.213033        0.00103025       1.98008e-05   1.0 
        0.222107       0.000808615       1.95485e-05   1.0 
        0.231594       0.000689198       1.99384e-05   1.0 
        0.241356       0.000550326       1.91984e-05   1.0 
         0.25153       0.000477656        1.8733e-05   1.0 
        0.262116       0.000443473       1.85441e-05   1.0 
        0.273115       0.000413475       1.82071e-05   1.0 
        0.284664       0.000403367       1.90957e-05   1.0 
        0.296626       0.000372539       1.82901e-05   1.0 
           0.309       0.000372996       1.77453e-05   1.0 
        0.321924       0.000351106       1.72477e-05   1.0 
        0.335398        0.00028114       1.69466e-05   1.0 
        0.349421       0.000250078       1.78777e-05   1.0 
        0.363995        0.00024286       1.67503e-05   1.0 
        0.379119       0.000228352       1.62245e-05   1.0 
         0.39493        0.00020965       1.62605e-05   1.0 
        0.411428       0.000221066       1.65024e-05   1.0 
        0.428477       0.000226793       1.55432e-05   1.0 
        0.446213       0.000240807       1.48473e-05   1.0 
        0.464774       0.000194851       1.90879e-05   1.0 
        0.484022       0.000241937       3.26808e-05   1.0 
        0.498733       0.000131809        9.5127e-05   1.0 
